Player,MP-Standard Stats,Starts-Standard Stats,Min-Standard Stats,90s-Standard Stats,Gls-Standard Stats,Ast-Standard Stats,G+A-Standard Stats,G-PK-Standard Stats,PK-Standard Stats,PKatt-Standard Stats,CrdY-Standard Stats,CrdR-Standard Stats,xG-Standard Stats,npxG-Standard Stats,xAG-Standard Stats,npxG+xAG-Standard Stats,PrgC-Standard Stats,PrgP-Standard Stats,PrgR-Standard Stats,Gls.1-Standard Stats,Ast.1-Standard Stats,G+A.1-Standard Stats,G-PK.1-Standard Stats,G+A-PK-Standard Stats,xG.1-Standard Stats,xAG.1-Standard Stats,xG+xAG-Standard Stats,npxG.1-Standard Stats,npxG+xAG.1-Standard Stats,90s-Miscellaneous Stats,CrdY-Miscellaneous Stats,CrdR-Miscellaneous Stats,2CrdY-Miscellaneous Stats,Fls-Miscellaneous Stats,Fld-Miscellaneous Stats,Off-Miscellaneous Stats,Crs-Miscellaneous Stats,Int-Miscellaneous Stats,TklW-Miscellaneous Stats,PKwon-Miscellaneous Stats,PKcon-Miscellaneous Stats,OG-Miscellaneous Stats,Recov-Miscellaneous Stats,Won-Miscellaneous Stats,Lost-Miscellaneous Stats,Won%-Miscellaneous Stats,90s-Shooting,Gls-Shooting,Sh-Shooting,SoT-Shooting,SoT%-Shooting,Sh/90-Shooting,SoT/90-Shooting,G/Sh-Shooting,G/SoT-Shooting,Dist-Shooting,FK-Shooting,PK-Shooting,PKatt-Shooting,xG-Shooting,npxG-Shooting,npxG/Sh-Shooting,G-xG-Shooting,np:G-xG-Shooting,90s-Goal and Shot Creation,SCA-Goal and Shot Creation,SCA90-Goal and Shot Creation,PassLive-Goal and Shot Creation,PassDead-Goal and Shot Creation,TO-Goal and Shot Creation,Sh-Goal and Shot Creation,Fld-Goal and Shot Creation,Def-Goal and Shot Creation,GCA-Goal and Shot Creation,GCA90-Goal and Shot Creation,PassLive.1-Goal and Shot Creation,PassDead.1-Goal and Shot Creation,TO.1-Goal and Shot Creation,Sh.1-Goal and Shot Creation,Fld.1-Goal and Shot Creation,Def.1-Goal and Shot Creation,90s-Passing,Cmp-Passing,Att-Passing,Cmp%-Passing,TotDist-Passing,PrgDist-Passing,Cmp.1-Passing,Att.1-Passing,Cmp%.1-Passing,Cmp.2-Passing,Att.2-Passing,Cmp%.2-Passing,Cmp.3-Passing,Att.3-Passing,Cmp%.3-Passing,Ast-Passing,xAG-Passing,xA-Passing,A-xAG-Passing,KP-Passing,1/3-Passing,PPA-Passing,CrsPA-Passing,PrgP-Passing,90s-Pass Types,Att-Pass Types,Live-Pass Types,Dead-Pass Types,FK-Pass Types,TB-Pass Types,Sw-Pass Types,Crs-Pass Types,TI-Pass Types,CK-Pass Types,In-Pass Types,Out-Pass Types,Str-Pass Types,Cmp-Pass Types,Off-Pass Types,Blocks-Pass Types,MP-Playing Time,Min-Playing Time,Mn/MP-Playing Time,Min%-Playing Time,90s-Playing Time,Starts-Playing Time,Mn/Start-Playing Time,Compl-Playing Time,Subs-Playing Time,Mn/Sub-Playing Time,unSub-Playing Time,PPM-Playing Time,onG-Playing Time,onGA-Playing Time,+/--Playing Time,+/-90-Playing Time,On-Off-Playing Time,onxG-Playing Time,onxGA-Playing Time,xG+/--Playing Time,xG+/-90-Playing Time,On-Off.1-Playing Time,90s-Defensive Actions,Tkl-Defensive Actions,TklW-Defensive Actions,Def 3rd-Defensive Actions,Mid 3rd-Defensive Actions,Att 3rd-Defensive Actions,Tkl.1-Defensive Actions,Att-Defensive Actions,Tkl%-Defensive Actions,Lost-Defensive Actions,Blocks-Defensive Actions,Sh-Defensive Actions,Pass-Defensive Actions,Int-Defensive Actions,Tkl+Int-Defensive Actions,Clr-Defensive Actions,Err-Defensive Actions
Adriano,11.0,7.0,607.0,6.7,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,1.2,1.3,25.0,49.0,31.0,0.15,0.15,0.3,0.15,0.3,0.03,0.17,0.2,0.03,0.2,6.7,3,0,0,16,4,0,44,10,10,0.0,0.0,0,44.0,15.0,10.0,60.0,6.7,1,4,1,25.0,0.59,0.15,0.25,1.0,20.7,0.0,0,0,0.2,0.2,0.04,0.8,0.8,6.7,20.0,2.97,16.0,3.0,1.0,0.0,0.0,0.0,3.0,0.44,2.0,1.0,0.0,0.0,0.0,0.0,6.7,367.0,487.0,75.4,6045.0,2035.0,186.0,208.0,89.4,139.0,183.0,76.0,27.0,64.0,42.2,1,1.2,1.1,-0.2,8.0,37.0,7.0,4.0,49.0,6.7,487.0,382.0,105.0,15.0,0.0,4.0,44,77.0,13.0,4.0,9.0,0.0,367.0,0.0,10.0,11.0,607.0,55.0,17.7,6.7,7.0,71.0,2.0,4.0,28.0,2,1.91,9.0,6.0,3.0,0.44,-0.07,11.5,6.0,5.5,0.82,0.54,6.7,13.0,10,6.0,7.0,0.0,9.0,14.0,64.3,5.0,5.0,1.0,4.0,10,23,11.0,0.0
Matheus Rossetto,7.0,6.0,549.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.4,0.6,16.0,50.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,6.1,2,0,0,11,1,0,20,6,6,0.0,0.0,0,41.0,3.0,5.0,37.5,6.1,0,4,1,25.0,0.66,0.16,0.0,0.0,24.6,1.0,0,0,0.2,0.2,0.04,-0.2,-0.2,6.1,23.0,3.77,16.0,7.0,0.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,6.1,400.0,451.0,88.7,7385.0,2131.0,162.0,179.0,90.5,183.0,194.0,94.3,45.0,59.0,76.3,0,0.4,1.1,-0.4,8.0,38.0,4.0,0.0,50.0,6.1,451.0,424.0,27.0,10.0,0.0,4.0,20,4.0,12.0,1.0,11.0,0.0,400.0,0.0,4.0,7.0,549.0,78.0,13.3,6.1,6.0,89.0,5.0,1.0,18.0,17,0.71,8.0,7.0,1.0,0.16,-0.4,11.7,8.2,3.5,0.57,0.23,6.1,7.0,6,3.0,2.0,2.0,0.0,5.0,0.0,5.0,5.0,3.0,2.0,6,13,2.0,0.0
Abner,8.0,6.0,549.0,6.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,8.0,15.0,33.0,0.0,0.16,0.16,0.0,0.16,0.03,0.05,0.08,0.03,0.08,6.1,0,0,0,8,2,0,22,3,19,0.0,0.0,0,26.0,9.0,6.0,60.0,6.1,0,4,1,25.0,0.66,0.16,0.0,0.0,18.9,1.0,0,0,0.2,0.2,0.05,-0.2,-0.2,6.1,13.0,2.14,9.0,3.0,0.0,0.0,0.0,1.0,2.0,0.33,0.0,2.0,0.0,0.0,0.0,0.0,6.1,249.0,337.0,73.9,3709.0,1266.0,151.0,173.0,87.3,77.0,110.0,70.0,14.0,28.0,50.0,1,0.3,0.6,0.7,6.0,17.0,5.0,4.0,15.0,6.1,337.0,257.0,79.0,9.0,0.0,0.0,22,67.0,3.0,1.0,2.0,0.0,249.0,1.0,12.0,8.0,549.0,69.0,13.3,6.1,6.0,88.0,5.0,2.0,11.0,13,1.13,5.0,5.0,0.0,0.0,-0.6,7.7,10.3,-2.6,-0.43,-0.95,6.1,23.0,19,15.0,7.0,1.0,12.0,20.0,60.0,8.0,7.0,2.0,5.0,3,26,14.0,0.0
Paulo André,8.0,6.0,516.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,4.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,5.7,2,0,0,9,2,1,0,4,4,0.0,1.0,0,20.0,15.0,10.0,60.0,5.7,0,2,0,0.0,0.35,0.0,0.0,,11.2,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,5.7,3.0,0.52,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,304.0,340.0,89.4,5689.0,1849.0,108.0,115.0,93.9,159.0,172.0,92.4,32.0,45.0,71.1,0,0.0,0.6,0.0,1.0,13.0,1.0,0.0,12.0,5.7,340.0,332.0,7.0,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,304.0,1.0,0.0,8.0,516.0,65.0,12.5,5.7,6.0,86.0,4.0,2.0,2.0,6,0.88,6.0,10.0,-4.0,-0.7,-1.32,7.5,12.3,-4.8,-0.83,-1.32,5.7,6.0,4,3.0,3.0,0.0,3.0,3.0,100.0,0.0,2.0,2.0,0.0,4,10,29.0,0.0
Khellven,5.0,4.0,406.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,6.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.13,0.02,0.13,4.5,1,0,0,9,1,0,39,7,8,0.0,0.0,0,20.0,2.0,6.0,25.0,4.5,0,2,1,50.0,0.44,0.22,0.0,0.0,21.6,1.0,0,0,0.1,0.1,0.04,-0.1,-0.1,4.5,14.0,3.1,7.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,182.0,257.0,70.8,3036.0,884.0,94.0,110.0,85.5,62.0,85.0,72.9,19.0,48.0,39.6,0,0.5,0.3,-0.5,6.0,8.0,4.0,2.0,15.0,4.5,257.0,189.0,66.0,5.0,0.0,3.0,39,44.0,17.0,2.0,15.0,0.0,182.0,2.0,2.0,5.0,406.0,81.0,11.9,4.5,4.0,90.0,4.0,1.0,45.0,15,1.4,6.0,4.0,2.0,0.44,-0.06,9.1,4.7,4.4,0.98,0.68,4.5,10.0,8,8.0,2.0,0.0,6.0,17.0,35.3,11.0,5.0,3.0,2.0,7,17,8.0,0.0
Caio Alan,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,1.0,0.0,100.0,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,58.0,83.0,69.9,1590.0,1031.0,15.0,15.0,100.0,18.0,20.0,90.0,22.0,45.0,48.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,83.0,60.0,23.0,8.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,3.0,270.0,90.0,6.5,3.0,3.0,90.0,3.0,0.0,,23,1.0,5.0,4.0,1.0,0.33,-0.18,4.9,3.6,1.3,0.44,0.07,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,1.0,1.0
Tiago Volpi,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,37.0,1,0,0,0,9,0,0,3,2,0.0,0.0,0,31.0,10.0,1.0,90.9,37.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,37.0,5.0,0.14,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,773.0,1073.0,72.0,21982.0,15136.0,119.0,119.0,100.0,404.0,407.0,99.3,249.0,541.0,46.0,0,0.4,0.0,-0.4,3.0,10.0,1.0,0.0,1.0,37.0,1073.0,701.0,368.0,93.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,773.0,4.0,1.0,37.0,3330.0,90.0,97.4,37.0,37.0,90.0,37.0,0.0,,0,1.62,37.0,29.0,8.0,0.22,-0.78,43.0,40.9,2.1,0.06,0.27,37.0,3.0,2,3.0,0.0,0.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,3,6,9.0,1.0
Reinaldo,35.0,35.0,3112.0,34.6,5.0,1.0,6.0,2.0,3.0,4.0,8.0,0.0,6.7,3.5,4.2,7.8,97.0,147.0,140.0,0.14,0.03,0.17,0.06,0.09,0.19,0.12,0.32,0.1,0.22,34.6,8,0,0,51,41,1,152,33,39,1.0,1.0,0,173.0,33.0,26.0,55.9,34.6,5,55,13,23.6,1.59,0.38,0.04,0.15,24.5,8.0,3,4,6.7,3.5,0.06,-1.7,-1.5,34.6,101.0,2.92,52.0,34.0,6.0,4.0,4.0,1.0,3.0,0.09,1.0,0.0,0.0,0.0,2.0,0.0,34.6,1344.0,1813.0,74.1,23529.0,9640.0,646.0,727.0,88.9,513.0,662.0,77.5,156.0,324.0,48.1,1,4.2,4.7,-3.2,48.0,120.0,33.0,13.0,147.0,34.6,1813.0,1330.0,477.0,72.0,1.0,14.0,152,347.0,58.0,23.0,30.0,0.0,1344.0,6.0,41.0,35.0,3112.0,89.0,91.0,34.6,35.0,89.0,33.0,0.0,,0,1.63,35.0,26.0,9.0,0.26,0.26,40.5,38.0,2.5,0.07,0.24,34.6,74.0,39,40.0,27.0,7.0,36.0,59.0,61.0,23.0,36.0,13.0,23.0,33,107,60.0,0.0
Tchê Tchê,35.0,35.0,3104.0,34.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,3.1,3.1,1.8,4.9,66.0,162.0,70.0,0.03,0.0,0.03,0.03,0.03,0.09,0.05,0.14,0.09,0.14,34.5,7,0,0,44,47,1,23,30,32,0.0,0.0,0,159.0,14.0,38.0,26.9,34.5,1,37,13,35.1,1.07,0.38,0.03,0.08,22.9,0.0,0,0,3.1,3.1,0.08,-2.1,-2.1,34.5,95.0,2.75,72.0,3.0,6.0,5.0,8.0,1.0,5.0,0.14,4.0,0.0,0.0,0.0,1.0,0.0,34.5,1526.0,1723.0,88.6,22759.0,6247.0,852.0,913.0,93.3,532.0,577.0,92.2,78.0,123.0,63.4,0,1.8,2.1,-1.8,41.0,149.0,20.0,2.0,162.0,34.5,1723.0,1662.0,56.0,45.0,4.0,4.0,23,11.0,0.0,0.0,0.0,0.0,1526.0,5.0,18.0,35.0,3104.0,89.0,90.8,34.5,35.0,89.0,32.0,0.0,,0,1.69,36.0,25.0,11.0,0.32,0.89,41.3,36.3,5.0,0.15,1.04,34.5,51.0,32,16.0,31.0,4.0,16.0,36.0,44.4,20.0,25.0,9.0,16.0,30,81,19.0,0.0
Bruno Fabiano Alves,33.0,33.0,2925.0,32.5,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.6,1.6,1.1,2.7,24.0,89.0,4.0,0.03,0.03,0.06,0.03,0.06,0.05,0.03,0.09,0.05,0.08,32.5,6,0,0,48,25,1,1,36,26,0.0,0.0,0,119.0,116.0,66.0,63.7,32.5,1,26,7,26.9,0.8,0.22,0.04,0.14,13.5,0.0,0,0,1.6,1.6,0.06,-0.6,-0.6,32.5,19.0,0.58,12.0,0.0,2.0,5.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0,32.5,1212.0,1412.0,85.8,21374.0,7718.0,510.0,550.0,92.7,587.0,654.0,89.8,92.0,164.0,56.1,1,1.1,0.4,-0.1,9.0,62.0,0.0,0.0,89.0,32.5,1412.0,1342.0,65.0,63.0,0.0,7.0,1,2.0,0.0,0.0,0.0,0.0,1212.0,5.0,5.0,33.0,2925.0,89.0,85.5,32.5,33.0,89.0,32.0,0.0,,3,1.7,35.0,26.0,9.0,0.28,0.28,39.2,35.0,4.1,0.13,0.54,32.5,31.0,26,22.0,8.0,1.0,24.0,38.0,63.2,14.0,36.0,24.0,12.0,36,67,147.0,0.0
Robert Arboleda,29.0,29.0,2564.0,28.5,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.9,1.9,0.7,2.6,11.0,84.0,5.0,0.04,0.04,0.07,0.04,0.07,0.07,0.03,0.09,0.07,0.09,28.5,6,0,0,36,24,2,0,25,30,0.0,1.0,0,120.0,123.0,52.0,70.3,28.5,1,23,5,21.7,0.81,0.18,0.04,0.2,14.4,0.0,0,0,1.9,1.9,0.08,-0.9,-0.9,28.5,23.0,0.81,20.0,1.0,0.0,1.0,0.0,1.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,28.5,1180.0,1393.0,84.7,21329.0,8066.0,474.0,523.0,90.6,554.0,636.0,87.1,117.0,171.0,68.4,1,0.7,0.7,0.3,8.0,66.0,0.0,0.0,84.0,28.5,1393.0,1336.0,55.0,53.0,0.0,11.0,0,2.0,0.0,0.0,0.0,0.0,1180.0,2.0,13.0,29.0,2564.0,88.0,75.0,28.5,29.0,88.0,28.0,0.0,,0,1.66,32.0,25.0,7.0,0.25,0.04,36.0,31.1,4.9,0.17,0.49,28.5,46.0,30,35.0,11.0,0.0,27.0,41.0,65.9,14.0,34.0,24.0,10.0,25,71,157.0,0.0
Antony,29.0,27.0,2379.0,26.4,4.0,6.0,10.0,4.0,0.0,0.0,5.0,1.0,4.9,4.9,4.1,9.0,128.0,105.0,241.0,0.15,0.23,0.38,0.15,0.38,0.19,0.16,0.34,0.19,0.34,26.4,5,1,1,24,80,1,63,20,28,0.0,1.0,0,164.0,14.0,25.0,35.9,26.4,4,65,26,40.0,2.46,0.98,0.06,0.15,21.6,0.0,0,0,4.9,4.9,0.08,-0.9,-0.9,26.4,105.0,3.97,81.0,1.0,7.0,4.0,11.0,1.0,10.0,0.38,9.0,0.0,1.0,0.0,0.0,0.0,26.4,1093.0,1358.0,80.5,13957.0,3321.0,702.0,778.0,90.2,269.0,345.0,78.0,38.0,89.0,42.7,6,4.1,3.8,1.9,38.0,67.0,32.0,6.0,105.0,26.4,1358.0,1332.0,25.0,12.0,0.0,5.0,63,11.0,2.0,1.0,1.0,0.0,1093.0,1.0,30.0,29.0,2379.0,82.0,69.6,26.4,27.0,85.0,19.0,2.0,38.0,0,1.69,28.0,19.0,9.0,0.34,0.34,31.5,29.2,2.3,0.09,0.13,26.4,47.0,28,15.0,25.0,7.0,9.0,43.0,20.9,34.0,29.0,0.0,29.0,20,67,6.0,0.0
Dani Alves,20.0,20.0,1754.0,19.5,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,2.4,2.4,4.6,7.1,59.0,145.0,99.0,0.1,0.15,0.26,0.1,0.26,0.12,0.24,0.36,0.12,0.36,19.5,4,0,0,56,46,5,125,9,38,0.0,0.0,0,130.0,20.0,33.0,37.7,19.5,2,29,8,27.6,1.49,0.41,0.07,0.25,24.0,9.0,0,0,2.4,2.4,0.08,-0.4,-0.4,19.5,100.0,5.13,61.0,32.0,3.0,0.0,3.0,1.0,4.0,0.21,1.0,3.0,0.0,0.0,0.0,0.0,19.5,1187.0,1491.0,79.6,17652.0,6290.0,693.0,763.0,90.8,333.0,407.0,81.8,98.0,191.0,51.3,3,4.6,4.6,-1.6,62.0,129.0,33.0,6.0,145.0,19.5,1491.0,1293.0,188.0,68.0,2.0,6.0,125,47.0,72.0,31.0,33.0,1.0,1187.0,10.0,29.0,20.0,1754.0,88.0,51.3,19.5,20.0,88.0,18.0,0.0,,0,1.45,15.0,19.0,-4.0,-0.21,-0.91,24.0,21.4,2.6,0.13,0.17,19.5,51.0,38,23.0,21.0,7.0,16.0,45.0,35.6,29.0,15.0,1.0,14.0,9,60,12.0,0.0
Vitor Bueno,28.0,18.0,1650.0,18.3,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,5.0,5.0,1.9,6.9,56.0,65.0,108.0,0.33,0.05,0.38,0.33,0.38,0.27,0.1,0.38,0.27,0.38,18.3,2,0,0,20,35,0,22,12,20,1.0,0.0,0,106.0,24.0,48.0,33.3,18.3,6,41,13,31.7,2.24,0.71,0.15,0.46,19.2,1.0,0,0,5.0,5.0,0.12,1.0,1.0,18.3,55.0,3.0,40.0,1.0,6.0,3.0,5.0,0.0,5.0,0.27,2.0,0.0,2.0,0.0,1.0,0.0,18.3,567.0,706.0,80.3,8114.0,1897.0,327.0,380.0,86.1,166.0,198.0,83.8,32.0,56.0,57.1,1,1.9,1.4,-0.9,18.0,46.0,15.0,3.0,65.0,18.3,706.0,688.0,17.0,4.0,2.0,13.0,22,7.0,3.0,2.0,0.0,0.0,567.0,1.0,13.0,28.0,1650.0,59.0,48.2,18.3,18.0,80.0,6.0,10.0,21.0,9,1.64,17.0,17.0,0.0,0.0,-0.46,19.4,18.8,0.6,0.03,-0.03,18.3,25.0,20,5.0,17.0,3.0,9.0,22.0,40.9,13.0,13.0,0.0,13.0,12,37,13.0,0.0
Luan Silva,23.0,18.0,1606.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.8,1.2,13.0,61.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,17.8,4,0,0,29,7,0,1,13,24,0.0,0.0,0,102.0,24.0,21.0,53.3,17.8,0,12,2,16.7,0.67,0.11,0.0,0.0,30.5,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4,17.8,27.0,1.51,21.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,875.0,1002.0,87.3,13894.0,4178.0,423.0,468.0,90.4,360.0,398.0,90.5,52.0,68.0,76.5,0,0.8,0.6,-0.8,7.0,61.0,5.0,0.0,61.0,17.8,1002.0,967.0,35.0,34.0,0.0,3.0,1,1.0,0.0,0.0,0.0,0.0,875.0,0.0,10.0,23.0,1606.0,70.0,47.0,17.8,18.0,81.0,11.0,5.0,30.0,9,1.87,12.0,15.0,-3.0,-0.17,-0.76,18.2,21.0,-2.7,-0.15,-0.38,17.8,47.0,24,18.0,28.0,1.0,17.0,25.0,68.0,8.0,16.0,5.0,11.0,13,60,31.0,0.0
Alexandre Pato,20.0,18.0,1434.0,15.9,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,3.7,3.7,2.7,6.4,36.0,42.0,105.0,0.31,0.0,0.31,0.31,0.31,0.23,0.17,0.4,0.23,0.4,15.9,2,0,0,18,28,13,13,5,8,0.0,0.0,0,51.0,8.0,22.0,26.7,15.9,5,42,17,40.5,2.64,1.07,0.12,0.29,19.1,3.0,0,0,3.7,3.7,0.09,1.3,1.3,15.9,43.0,2.7,28.0,3.0,7.0,2.0,3.0,0.0,3.0,0.19,1.0,0.0,1.0,0.0,1.0,0.0,15.9,269.0,361.0,74.5,3639.0,1233.0,160.0,200.0,80.0,74.0,91.0,81.3,13.0,19.0,68.4,0,2.7,2.0,-2.7,20.0,23.0,19.0,3.0,42.0,15.9,361.0,332.0,26.0,4.0,2.0,0.0,13,3.0,3.0,1.0,1.0,0.0,269.0,3.0,13.0,20.0,1434.0,72.0,41.9,15.9,18.0,75.0,8.0,2.0,45.0,7,1.6,15.0,13.0,2.0,0.13,-0.19,17.0,17.3,-0.3,-0.02,-0.12,15.9,12.0,8,2.0,5.0,5.0,5.0,21.0,23.8,16.0,10.0,4.0,6.0,5,17,6.0,0.0
Liziero,21.0,16.0,1189.0,13.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.4,2.0,27.0,79.0,49.0,0.0,0.08,0.08,0.0,0.08,0.05,0.1,0.15,0.05,0.15,13.2,2,0,0,22,18,0,4,12,18,0.0,0.0,0,95.0,9.0,9.0,50.0,13.2,0,15,1,6.7,1.14,0.08,0.0,0.0,23.9,0.0,0,0,0.7,0.7,0.04,-0.7,-0.7,13.2,33.0,2.5,26.0,0.0,2.0,3.0,1.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,13.2,739.0,836.0,88.4,11208.0,2503.0,402.0,434.0,92.6,242.0,258.0,93.8,51.0,73.0,69.9,1,1.4,1.0,-0.4,14.0,70.0,14.0,0.0,79.0,13.2,836.0,814.0,19.0,15.0,2.0,8.0,4,4.0,0.0,0.0,0.0,0.0,739.0,3.0,10.0,21.0,1189.0,57.0,34.8,13.2,16.0,69.0,3.0,5.0,16.0,5,1.67,11.0,7.0,4.0,0.3,0.1,15.2,12.1,3.1,0.23,0.28,13.2,34.0,18,11.0,20.0,3.0,6.0,29.0,20.7,23.0,9.0,1.0,8.0,12,46,12.0,0.0
Juanfran,17.0,14.0,1159.0,12.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.1,1.1,20.0,49.0,61.0,0.0,0.16,0.16,0.0,0.16,0.0,0.08,0.08,0.0,0.08,12.9,2,0,0,24,5,0,22,9,18,0.0,0.0,0,58.0,11.0,11.0,50.0,12.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,12.9,15.0,1.16,12.0,3.0,0.0,0.0,0.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,12.9,549.0,655.0,83.8,7796.0,2762.0,339.0,373.0,90.9,170.0,204.0,83.3,23.0,32.0,71.9,2,1.1,1.0,0.9,9.0,30.0,6.0,3.0,49.0,12.9,655.0,532.0,123.0,13.0,0.0,2.0,22,110.0,0.0,0.0,0.0,0.0,549.0,0.0,17.0,17.0,1159.0,68.0,33.9,12.9,14.0,79.0,8.0,3.0,18.0,4,1.53,10.0,11.0,-1.0,-0.08,-0.48,12.8,16.5,-3.7,-0.28,-0.5,12.9,25.0,18,17.0,7.0,1.0,11.0,28.0,39.3,17.0,9.0,5.0,4.0,9,34,28.0,0.0
Hernanes,25.0,13.0,1242.0,13.8,2.0,4.0,6.0,2.0,0.0,0.0,4.0,0.0,2.6,2.6,1.1,3.7,50.0,82.0,48.0,0.14,0.29,0.43,0.14,0.43,0.19,0.08,0.27,0.19,0.27,13.8,4,0,0,25,23,1,46,9,11,0.0,0.0,0,76.0,25.0,23.0,52.1,13.8,2,42,14,33.3,3.04,1.01,0.05,0.14,25.1,9.0,0,0,2.6,2.6,0.06,-0.6,-0.6,13.8,62.0,4.49,40.0,8.0,6.0,6.0,2.0,0.0,10.0,0.72,5.0,1.0,2.0,2.0,0.0,0.0,13.8,449.0,563.0,79.8,6541.0,2224.0,249.0,281.0,88.6,141.0,167.0,84.4,31.0,59.0,52.5,4,1.1,2.1,2.9,24.0,55.0,13.0,3.0,82.0,13.8,563.0,499.0,63.0,23.0,2.0,2.0,46,0.0,40.0,24.0,9.0,0.0,449.0,1.0,6.0,25.0,1242.0,50.0,36.3,13.8,13.0,73.0,4.0,12.0,24.0,4,1.76,17.0,8.0,9.0,0.65,0.65,17.2,15.0,2.2,0.16,0.17,13.8,14.0,11,7.0,6.0,1.0,8.0,20.0,40.0,12.0,6.0,1.0,5.0,9,23,11.0,0.0
